event_id,event_type,trigger_ts,trigger_source,reaction_ts,reaction_type,solved_ts,related_machine_id,related_alert_id,resolution_time_ms,total_response_time_ms,metadata
newMachine:machine_2:1763909785926,newMachine,1763909785926,cutting_machine_discovery,1763909785965,AssignBlade,1763909790926,2,,39,5000,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763909786009,newMachine,1763909786009,cutting_machine_discovery,1763909786021,AssignBlade,1763909791009,1,,12,5000,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763909786019,newMachine,1763909786019,cutting_machine_discovery,1763909786033,AssignBlade,1763909791020,0,,14,5001,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_2:1763909810929,machineFailure,1763909810929,heartbeat_monitor,1763909822331,SwapBlade,1763909824336,2,,11402,13407,"{""swap_target_machine"": 1}"
storageAlert:125ff6e6-4069-49cc-bb5b-eccefe07b488:problem_A:1763909825245,storageAlert,1763909825245,dbInterface,1763909825310,SwapBlade,1763909916513,,125ff6e6-4069-49cc-bb5b-eccefe07b488,65,91268,"{""triggerTs"": 1763909825245, ""bDry"": 84.0, ""problemCategory"": ""A"", ""bFresh"": 57.0, ""aDry"": 34.0, ""aFresh"": 25.0, ""alertId"": ""125ff6e6-4069-49cc-bb5b-eccefe07b488"", ""title"": ""StorageAlert"", ""_collected_at"": 1763909825306}"
machineFailure:machine_1:1763909831013,machineFailure,1763909831013,heartbeat_monitor,1763909869296,SwapBlade,1763909871302,1,,38283,40289,"{""swap_target_machine"": 0}"
newMachine:machine_2:1763909840270,newMachine,1763909840270,cutting_machine_discovery,1763909856946,AssignBlade,1763909906228,2,,16676,65958,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763909865760,newMachine,1763909865760,cutting_machine_discovery,1763909911500,AssignBlade,1763909916492,1,,45740,50732,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763909875758,machineFailure,1763909875758,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,3221127,3223132,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763909906025,machineFailure,1763909906025,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,3406546,3768458,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763909931494,machineFailure,1763909931494,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,3165391,3167396,"{""swap_target_machine"": 2}"
storageAlert:4aeed75f-aa65-4d78-aab0-b906b30ed6fb:problem_fresh:1763909935306,storageAlert,1763909935306,dbInterface,1763910387520,ChangeFreshAmount,1763910388564,,4aeed75f-aa65-4d78-aab0-b906b30ed6fb,452214,453258,"{""triggerTs"": 1763909935306, ""bDry"": 81.0, ""problemCategory"": ""fresh"", ""bFresh"": 38.0, ""aDry"": 49.0, ""aFresh"": 32.0, ""alertId"": ""4aeed75f-aa65-4d78-aab0-b906b30ed6fb"", ""title"": ""StorageAlert"", ""_collected_at"": 1763909935310}"
newMachine:machine_0:1763909947231,newMachine,1763909947231,cutting_machine_discovery,1763910253074,AssignBlade,1763910257176,0,,305843,309945,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763909957463,newMachine,1763909957463,cutting_machine_discovery,1763910253070,AssignBlade,1763910257850,1,,295607,300387,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763909972463,machineFailure,1763909972463,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,3124422,3126427,"{""swap_target_machine"": 2}"
newMachine:machine_2:1763909982993,newMachine,1763909982993,cutting_machine_discovery,1763910253076,AssignBlade,1763910399945,2,,270083,416952,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763909987234,machineFailure,1763909987234,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,3325337,3687249,"{""swap_target_machine"": 1}"
machineFailure:machine_0:1763910043710,machineFailure,1763910043710,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,3268861,3630773,"{""swap_target_machine"": 1}"
machineFailure:machine_0:1763910089614,machineFailure,1763910089614,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,3222957,3584869,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763910128472,machineFailure,1763910128472,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2968413,2970418,"{""swap_target_machine"": 2}"
machineFailure:machine_1:1763910171263,machineFailure,1763910171263,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2925622,2927627,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763910190571,machineFailure,1763910190571,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,3122000,3483912,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763910231945,machineFailure,1763910231945,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2864940,2866945,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763910272176,machineFailure,1763910272176,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,3040395,3402307,"{""swap_target_machine"": 1}"
newMachine:machine_0:1763910308534,newMachine,1763910308534,cutting_machine_discovery,1763910343584,AssignBlade,1763910348537,0,,35050,40003,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763910317853,machineFailure,1763910317853,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2779032,2781037,"{""swap_target_machine"": 2}"
storageAlert:d5a39089-521d-415b-b760-db25ec4f8a10:problem_B:1763910355355,storageAlert,1763910355355,dbInterface,1763910387522,SwapBlade,1763911027101,,d5a39089-521d-415b-b760-db25ec4f8a10,32167,671746,"{""triggerTs"": 1763910355355, ""bDry"": 39.0, ""problemCategory"": ""B"", ""bFresh"": 12.0, ""aDry"": 104.0, ""aFresh"": 45.0, ""alertId"": ""d5a39089-521d-415b-b760-db25ec4f8a10"", ""title"": ""StorageAlert"", ""_collected_at"": 1763910355359}"
newMachine:machine_1:1763910359696,newMachine,1763910359696,cutting_machine_discovery,1763910387517,AssignBlade,1763910405426,1,,27821,45730,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763910364696,machineFailure,1763910364696,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2732189,2734194,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763910388538,machineFailure,1763910388538,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2924033,3285945,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763910415425,machineFailure,1763910415425,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2681460,2683465,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763910415647,newMachine,1763910415647,cutting_machine_discovery,1763910436520,AssignBlade,1763910440650,0,,20873,25003,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763910446122,newMachine,1763910446122,cutting_machine_discovery,1763910446128,AssignBlade,1763910451122,1,,6,5000,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763910450649,machineFailure,1763910450649,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2861922,3223834,"{""swap_target_machine"": 1}"
newMachine:machine_2:1763910461614,newMachine,1763910461614,cutting_machine_discovery,1763910646181,AssignBlade,1763910649864,2,,184567,188250,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763910471126,machineFailure,1763910471126,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2625759,2627764,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763910476861,newMachine,1763910476861,cutting_machine_discovery,1763910646184,AssignBlade,1763911189375,0,,169323,712514,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763910486863,machineFailure,1763910486863,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2825708,3187620,"{""swap_target_machine"": 1}"
newMachine:machine_1:1763910502333,newMachine,1763910502333,cutting_machine_discovery,1763910660323,AssignBlade,1763910665316,1,,157990,162983,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763910527335,machineFailure,1763910527335,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2569550,2571555,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763910552574,machineFailure,1763910552574,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2759997,3121909,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763910573538,machineFailure,1763910573538,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2523347,2525352,"{""swap_target_machine"": 2}"
machineFailure:machine_1:1763910614573,machineFailure,1763910614573,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2482312,2484317,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763910639107,machineFailure,1763910639107,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2673464,3035376,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763910680318,machineFailure,1763910680318,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2416567,2418572,"{""swap_target_machine"": 2}"
newMachine:machine_2:1763910691027,newMachine,1763910691027,cutting_machine_discovery,1763910691641,AssignBlade,1763910696027,2,,614,5000,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763910721268,newMachine,1763910721268,cutting_machine_discovery,1763910826635,AssignBlade,1763911011110,1,,105367,289842,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_2:1763910721510,newMachine,1763910721510,cutting_machine_discovery,1763910826637,AssignBlade,1763911026946,2,,105127,305436,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763910725567,machineFailure,1763910725567,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2587004,2948916,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763910741270,machineFailure,1763910741270,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2355615,2357620,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763910752008,newMachine,1763910752008,cutting_machine_discovery,1763910781182,AssignBlade,1763910782009,0,,29174,30001,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763910782009,machineFailure,1763910782009,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2530562,2892474,"{""swap_target_machine"": 1}"
newMachine:machine_0:1763910818411,newMachine,1763910818411,cutting_machine_discovery,1763910826637,AssignBlade,1763910828412,0,,8226,10001,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763910822466,machineFailure,1763910822466,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2274419,2276424,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763910873413,machineFailure,1763910873413,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2439158,2801070,"{""swap_target_machine"": 1}"
newMachine:machine_2:1763910884620,newMachine,1763910884620,cutting_machine_discovery,1763910916632,AssignBlade,1763910919625,2,,32012,35005,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763910889115,machineFailure,1763910889115,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2207770,2209775,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763910900183,newMachine,1763910900183,cutting_machine_discovery,1763910916633,AssignBlade,1763911189375,0,,16450,289192,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763910905184,machineFailure,1763910905184,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2407387,2769299,"{""swap_target_machine"": 1}"
newMachine:machine_1:1763910920411,newMachine,1763910920411,cutting_machine_discovery,1763910961629,AssignBlade,1763911011110,1,,41218,90699,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763910930410,machineFailure,1763910930410,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2166475,2168480,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763910950861,machineFailure,1763910950861,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2361710,2723622,"{""swap_target_machine"": 1}"
machineFailure:machine_0:1763911001611,machineFailure,1763911001611,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2310960,2672872,"{""swap_target_machine"": 1}"
newMachine:machine_2:1763911021946,newMachine,1763911021946,cutting_machine_discovery,1763911021954,AssignBlade,1763911026946,2,,8,5000,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763911026110,machineFailure,1763911026110,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2070775,2072780,"{""swap_target_machine"": 2}"
newMachine:machine_1:1763911047766,newMachine,1763911047766,cutting_machine_discovery,1763911096178,AssignBlade,1763911098430,1,,48412,50664,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763911057767,machineFailure,1763911057767,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,2039118,2041123,"{""swap_target_machine"": 2}"
newMachine:machine_2:1763911078197,newMachine,1763911078197,cutting_machine_discovery,1763911096171,AssignBlade,1763911190064,2,,17974,111867,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763911102240,machineFailure,1763911102240,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2210331,2572243,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763911133431,machineFailure,1763911133431,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1963454,1965459,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763911139371,newMachine,1763911139371,cutting_machine_discovery,1763911186679,AssignBlade,1763911189375,0,,47308,50004,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763911174842,newMachine,1763911174842,cutting_machine_discovery,1763911186682,AssignBlade,1763911280998,1,,11840,106156,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763911174842,machineFailure,1763911174842,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1922043,1924048,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763911199375,machineFailure,1763911199375,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2113196,2475108,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763911215325,machineFailure,1763911215325,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1881560,1883565,"{""swap_target_machine"": 2}"
newMachine:machine_0:1763911235784,newMachine,1763911235784,cutting_machine_discovery,1763911276171,AssignBlade,1763911326704,0,,40387,90920,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763911265786,machineFailure,1763911265786,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,2046785,2408697,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763911285997,machineFailure,1763911285997,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1810888,1812893,"{""swap_target_machine"": 2}"
newMachine:machine_2:1763911286491,newMachine,1763911286491,cutting_machine_discovery,1763911291498,AssignBlade,1763911296492,2,,5007,10001,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
storageAlert:881c2381-bcb0-42d3-a6ca-fb56b74ea5bd:problem_B:1763911305452,storageAlert,1763911305452,dbInterface,1763911321625,SwapBlade,1763911327212,,881c2381-bcb0-42d3-a6ca-fb56b74ea5bd,16173,21760,"{""triggerTs"": 1763911305452, ""bDry"": 22.0, ""problemCategory"": ""B"", ""bFresh"": 36.0, ""aDry"": 61.0, ""aFresh"": 81.0, ""alertId"": ""881c2381-bcb0-42d3-a6ca-fb56b74ea5bd"", ""title"": ""StorageAlert"", ""_collected_at"": 1763911305458}"
newMachine:machine_1:1763911312192,newMachine,1763911312192,cutting_machine_discovery,1763911321627,AssignBlade,1763911322191,1,,9435,9999,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763911326704,machineFailure,1763911326704,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1985867,2347779,"{""swap_target_machine"": 1}"
newMachine:machine_2:1763911342690,newMachine,1763911342690,cutting_machine_discovery,1763911410619,AssignBlade,1763911555922,2,,67929,213232,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763911367903,newMachine,1763911367903,cutting_machine_discovery,1763911372912,AssignBlade,1763911377903,0,,5009,10000,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763911377193,machineFailure,1763911377193,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1719692,1721697,"{""swap_target_machine"": 2}"
newMachine:machine_1:1763911403599,newMachine,1763911403599,cutting_machine_discovery,1763911524534,AssignBlade,1763911529527,1,,120935,125928,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763911418600,machineFailure,1763911418600,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1678285,1680290,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763911437906,machineFailure,1763911437906,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1874665,2236577,"{""swap_target_machine"": 1}"
newMachine:machine_0:1763911464758,newMachine,1763911464758,cutting_machine_discovery,1763911645666,AssignBlade,1763911648128,0,,180908,183370,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763911479760,machineFailure,1763911479760,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1832811,2194723,"{""swap_target_machine"": 1}"
newMachine:machine_2:1763911500218,newMachine,1763911500218,cutting_machine_discovery,1763911525931,AssignBlade,1763911530921,2,,25713,30703,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_0:1763911525449,machineFailure,1763911525449,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1787122,2149034,"{""swap_target_machine"": 1}"
machineFailure:machine_1:1763911544528,machineFailure,1763911544528,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1552357,1554362,"{""swap_target_machine"": 2}"
machineFailure:machine_0:1763911571452,machineFailure,1763911571452,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1741119,2103031,"{""swap_target_machine"": 1}"
newMachine:machine_1:1763911586918,newMachine,1763911586918,cutting_machine_discovery,1763911645666,AssignBlade,1763911647650,1,,58748,60732,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763911591919,machineFailure,1763911591919,heartbeat_monitor,1763913096885,SwapBlade,1763913098890,1,,1504966,1506971,"{""swap_target_machine"": 2}"
storageAlert:422db782-a0df-4908-915c-d73bf966ee25:problem_B:1763911605484,storageAlert,1763911605484,dbInterface,1763911645666,SwapBlade,1763911677679,,422db782-a0df-4908-915c-d73bf966ee25,40182,72195,"{""triggerTs"": 1763911605484, ""bDry"": 23.0, ""problemCategory"": ""B"", ""bFresh"": 32.0, ""aDry"": 61.0, ""aFresh"": 84.0, ""alertId"": ""422db782-a0df-4908-915c-d73bf966ee25"", ""title"": ""StorageAlert"", ""_collected_at"": 1763911605487}"
machineFailure:machine_0:1763911612408,machineFailure,1763911612408,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1700163,2062075,"{""swap_target_machine"": 1}"
machineFailure:machine_0:1763911653128,machineFailure,1763911653128,heartbeat_monitor,1763913312571,SwapBlade,1763913674483,0,,1659443,2021355,"{""swap_target_machine"": 1}"
newMachine:machine_2:1763911663353,newMachine,1763911663353,cutting_machine_discovery,1763911740168,AssignBlade,1763911744205,2,,76815,80852,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
